"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry",
"SNE","Sony Corp Ord","48.76","61871963490.68","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances",
"BID","Sotheby&#39;s","39.03","1808918062.89","n/a","1988","Miscellaneous","Business Services",
"SOR","Source Capital, Inc.","34.64","298278146.64","n/a","n/a","n/a","n/a",
"SJI","South Jersey Industries, Inc.","30.67","2830407878.26","n/a","n/a","Public Utilities","Oil/Gas Transmission",
"SJIU","South Jersey Industries, Inc.","50.01","0","n/a","n/a","Public Utilities","Oil/Gas Transmission",
"SXE","Southcross Energy Partners, L.P.","0.3566","28604570.935","n/a","2012","Public Utilities","Natural Gas Distribution",
"SO","Southern Company (The)","47.5","48872212490","n/a","n/a","Public Utilities","Electric Utilities: Central",
"SOJA","Southern Company (The)","25.88","0","n/a","2015","Public Utilities","Electric Utilities: Central",
"SOJB","Southern Company (The)","23.28","0","n/a","2016","Public Utilities","Electric Utilities: Central",
"SOJC","Southern Company (The)","23.3","0","n/a","2017","Public Utilities","Electric Utilities: Central",
"SCCO","Southern Copper Corporation","32.24","24922953680.56","n/a","n/a","Basic Industries","Precious Metals",
"LUV","Southwest Airlines Company","54.98","30915616428.16","n/a","n/a","Transportation","Air Freight/Delivery Services",
"SWX","Southwest Gas Holdings, Inc.","77.18","3815156588.94","n/a","n/a","Public Utilities","Oil & Gas Production",
"SWN","Southwestern Energy Company","4.53","2633188352.46","n/a","n/a","Energy","Oil & Gas Production",
"SPAQ","Spartan Energy Acquisition Corp","9.75","538200000","n/a","2018","Finance","Business Services",
"SPA","Sparton Corporation","18.39","180860555.97","n/a","n/a","Technology","Electrical Products",
"SPE","Special Opportunities Fund Inc.","12.75","108387342","n/a","n/a","n/a","n/a",
"SPB","Spectrum Brands Holdings, Inc.","53.97","2883363548.94","n/a","n/a","Miscellaneous","Industrial Machinery/Components",
"TRK","Speedway Motorsports, Inc.","16.34","667202069.6","n/a","1995","Consumer Services","Services-Misc. Amusement & Recreation",
"SR","Spire Inc.","77.03","3905930476.42","n/a","n/a","Public Utilities","Oil/Gas Transmission",
"SPR","Spirit Aerosystems Holdings, Inc.","79.7","8448014936.6","n/a","2006","Capital Goods","Military/Government/Technical",
"SAVE","Spirit Airlines, Inc.","57.96","3956611173.48","n/a","n/a","Transportation","Air Freight/Delivery Services",
"SMTA","Spirit MTA REIT","7.65","328956594.3","n/a","2018","Consumer Services","Real Estate Investment Trusts",
"SRC","Spirit Realty Capital, Inc.","38.25","3281401059.75","n/a","2013","Consumer Services","Building operators",
"SPOT","Spotify Technology S.A.","134.67","24210706357.41","n/a","2018","Consumer Services","Broadcasting",
"SRLP","Sprague Resources LP","17.41","395798539.57","n/a","2013","Energy","Oil Refining/Marketing",
"S","Sprint Corporation","6.18","25199424871.2","n/a","2013","Public Utilities","Telecommunications Equipment",
"SPXC","SPX Corporation","29.31","1271821366.53","n/a","n/a","Technology","Industrial Machinery/Components",
"FLOW","SPX FLOW, Inc.","32.7","1391449386.3","n/a","2015","Technology","Industrial Machinery/Components",
"SQ","Square, Inc.","77.97","32240408183.88","n/a","2015","Technology","Computer Software: Prepackaged Software",
"JOE","St. Joe Company (The)","15.13","917967874.42","n/a","n/a","Consumer Services","Homebuilding",
"STAG","Stag Industrial, Inc.","27.12","2953185916.32","n/a","2011","Consumer Services","Real Estate Investment Trusts",
"SSI","Stage Stores, Inc.","0.895","25322779.16","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores",
"SMP","Standard Motor Products, Inc.","49.71","1115075730.78","n/a","n/a","Capital Goods","Auto Parts:O.E.M.",
"SXI","Standex International Corporation","78.21","1003343654.61","n/a","n/a","Technology","Industrial Machinery/Components",
"SWJ","Stanley Black & Decker, Inc.","24.84","0","n/a","n/a","Capital Goods","Industrial Machinery/Components",
"SWK","Stanley Black & Decker, Inc.","120.58","18214826134.52","n/a","n/a","Capital Goods","Industrial Machinery/Components",
"SWP","Stanley Black & Decker, Inc.","92","0","n/a","n/a","Capital Goods","Industrial Machinery/Components",
"STN","Stantec Inc","23.56","2658223745.48","n/a","n/a","Consumer Services","Military/Government/Technical",
"SGU","Star Group, L.P.","9.3","490625145.6","n/a","n/a","Consumer Services","Other Specialty Stores",
"SRT","StarTek, Inc.","7.14","267240603.84","n/a","1997","Technology","Professional Services",
"STWD","STARWOOD PROPERTY TRUST, INC.","21.32","5870502742.52","n/a","2009","Consumer Services","Real Estate Investment Trusts",
"STT","State Street Corporation","72.64","27599330031.36","n/a","n/a","Finance","Major Banks",
"SPLP","Steel Partners Holdings LP","14.05","361229167.05","n/a","n/a","Capital Goods","Industrial Specialties",
"SCS","Steelcase Inc.","16.65","1944362524.5","n/a","1998","Consumer Durables","Office Equipment/Supplies/Services",
"SCA","Stellus Capital Investment Corporation","25.49","0","n/a","n/a","n/a","n/a",
"SCM","Stellus Capital Investment Corporation","13.91","221917497.1","n/a","2012","n/a","n/a",
"SCL","Stepan Company","84.98","1913416223.46","n/a","n/a","Basic Industries","Package Goods/Cosmetics",
"STE","STERIS plc","116.13","9812944935.15","n/a","n/a","Health Care","Industrial Specialties",
"STL","Sterling Bancorp","19.45","4205631721.4","n/a","n/a","Finance","Major Banks",
"STC","Stewart Information Services Corporation","43.84","1040796408.96","n/a","n/a","Finance","Specialty Insurers",
"SF","Stifel Financial Corporation","48.58","3498333535.48","n/a","n/a","Finance","Investment Bankers/Brokers/Service",
"SFB","Stifel Financial Corporation","22.04","0","n/a","2017","Finance","Investment Bankers/Brokers/Service",
"STM","STMicroelectronics N.V.","16.43","14742314047.46","n/a","n/a","Technology","Semiconductors",
"EDF","Stone Harbor Emerging Markets Income Fund","12.48","200418791.04","n/a","2010","n/a","n/a",
"EDI","Stone Harbor Emerging Markets Total Income Fund","12.5","120693575","n/a","2012","n/a","n/a",
"STON","StoneMor Partners L.P.","2.25","85406951.25","n/a","2004","Consumer Services","Other Consumer Services",
"SRI","Stoneridge, Inc.","26.59","757401950.94","n/a","1997","Capital Goods","Auto Parts:O.E.M.",
"STOR","STORE Capital Corporation","30.61","6515004728.56","n/a","2014","Consumer Services","Real Estate Investment Trusts",
"GJH","STRATS Trust","9.5","0","n/a","n/a","Finance","Finance: Consumer Services",
"GJO","STRATS Trust","22.9","0","n/a","n/a","Finance","Finance: Consumer Services",
"GJS","STRATS Trust","20.1316","0","n/a","n/a","Finance","Finance: Consumer Services",
"SYK","Stryker Corporation","165.76","62025284527.36","n/a","n/a","Health Care","Medical/Dental Instruments",
"MSC","Studio City International Holdings Limited","13.001","965583541.944","n/a","2018","Consumer Services","Hotels/Resorts",
"RGR","Sturm, Ruger & Company, Inc.","54.21","946399264.2","n/a","n/a","Capital Goods","Ordnance And Accessories",
"SPH","Suburban Propane Partners, L.P.","23.01","1418880057.27","n/a","1996","Consumer Services","Other Specialty Stores",
"SMFG","Sumitomo Mitsui Financial Group Inc","7.36","51358202654.4","n/a","n/a","Finance","Commercial Banks",
"INN","Summit Hotel Properties, Inc.","10.75","1126178987","n/a","2011","Consumer Services","Real Estate Investment Trusts",
"SUM","Summit Materials, Inc.","14.85","1658094570","n/a","2015","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)",
"SMLP","Summit Midstream Partners, LP","12.78","937501821","n/a","2012","Public Utilities","Natural Gas Distribution",
"SUI","Sun Communities, Inc.","105.65","9123948157.1","n/a","1993","Consumer Services","Real Estate Investment Trusts",
"SLF","Sun Life Financial Inc.","35.93","21675410868.31","n/a","n/a","Finance","Life Insurance",
"SXCP","SunCoke Energy Partners, L.P.","12.94","598179295.12","n/a","2013","Basic Industries","Steel/Iron Ore",
"SXC","SunCoke Energy, Inc.","10.93","707700296.18","n/a","2011","Basic Industries","Steel/Iron Ore",
"SU","Suncor Energy  Inc.","32.02","51068957329.98","n/a","n/a","Energy","Integrated oil Companies",
"STG","Sunlands Online Education Group","5.47","944950431.5","n/a","2018","Consumer Services","Other Consumer Services",
"SUN","Sunoco LP","30.49","2515840975.07","n/a","2012","Energy","Oil Refining/Marketing",
"SHO","Sunstone Hotel Investors, Inc.","13.94","3181764044.28","n/a","2004","Consumer Services","Hotels/Resorts",
"STI","SunTrust Banks, Inc.","61.9","27662367200","n/a","n/a","Finance","Major Banks",
"SPN","Superior Energy Services, Inc.","3.95","610393950.3","n/a","n/a","Energy","Oilfield Services/Equipment",
"SUP","Superior Industries International, Inc.","5.38","134603495.06","n/a","n/a","Capital Goods","Auto Parts:O.E.M.",
"SUZ","Suzano Papel e Celulose S.A.","25.53","17222813468.7","n/a","n/a","Basic Industries","Paper",
"SWZ","Swiss Helvetia Fund, Inc. (The)","7.29","96717231.9","n/a","n/a","n/a","n/a",
"SWCH","Switch, Inc.","8.06","1987949568.02","n/a","2017","Technology","Computer Software: Programming, Data Processing",
"SYF","Synchrony Financial","29.79","21410073000","n/a","2014","Finance","Finance: Consumer Services",
"SNX","Synnex Corporation","96.03","4868144820","n/a","2003","Technology","Retail: Computer Software & Peripheral Equipment",
"SNV","Synovus Financial Corp.","35.65","5891808299.75","n/a","n/a","Finance","Major Banks",
"GJP","Synthetic Fixed-Income Securities, Inc.","21.7198","0","n/a","n/a","n/a","n/a",
"GJR","Synthetic Fixed-Income Securities, Inc.","22.8663","0","n/a","n/a","n/a","n/a",
"GJT","Synthetic Fixed-Income Securities, Inc.","20.3","0","n/a","n/a","Finance","Finance: Consumer Services",
"GJV","Synthetic Fixed-Income Securities, Inc.","25.4145","0","n/a","n/a","Finance","Finance: Consumer Services",
"SYY","Sysco Corporation","62.02","32237227758.26","n/a","n/a","Consumer Non-Durables","Food Distributors",
"SYX","Systemax Inc.","23.87","889399279.23","n/a","n/a","Capital Goods","Industrial Machinery/Components",
"DATA","Tableau Software, Inc.","128.96","10776906583.04","n/a","2013","Technology","Computer Software: Prepackaged Software",
"TAHO","Tahoe Resources, Inc.","3.6","1127929212","n/a","n/a","Basic Industries","Precious Metals",
"TLRD","Tailored Brands, Inc.","12.2","611169565.2","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores",
"TWN","Taiwan Fund, Inc. (The)","15.97","129551338.93","n/a","1986","n/a","n/a",
"TSM","Taiwan Semiconductor Manufacturing Company Ltd.","38.14","197796938640","n/a","1997","Technology","Semiconductors",
"TAK","Takeda Pharmaceutical Company Limited","20.56","63802857336.96","n/a","n/a","Health Care","Major Pharmaceuticals",
"TAL","TAL Education Group","30.6","17346328120.8","n/a","n/a","Consumer Services","Other Consumer Services",
"TGE","Tallgrass Energy, LP","24.14","6763944644.58","n/a","2015","Public Utilities","Natural Gas Distribution",
"TALO","Talos Energy, Inc.","20.14","1090697167.52","n/a","2018","Energy","Oil & Gas Production",
"SKT","Tanger Factory Outlet Centers, Inc.","22.74","2135445953.16","n/a","1993","Consumer Services","Real Estate Investment Trusts",
"TPR","Tapestry, Inc.","37.5","10867349700","n/a","n/a","Consumer Non-Durables","Apparel",
"TRGP","Targa Resources, Inc.","42.55","9756010584.75","n/a","2010","Public Utilities","Natural Gas Distribution",
"TGT","Target Corporation","72.39","37775534521.17","n/a","n/a","Consumer Services","Department/Specialty Retail Stores",
"TARO","Taro Pharmaceutical Industries Ltd.","92.24","3599146781.04","n/a","n/a","Health Care","Major Pharmaceuticals",
"TTM","Tata Motors Ltd","12.37","8401335534.81","n/a","n/a","Capital Goods","Auto Manufacturing",
"TCO","Taubman Centers, Inc.","49.63","3030670441.96","n/a","1992","Consumer Services","Real Estate Investment Trusts",
"TMHC","Taylor Morrison Home Corporation","17.99","2135028607.67","n/a","2013","Capital Goods","Homebuilding",
"TCP","TC PipeLines, LP","31.1","2276718915.6","n/a","n/a","Public Utilities","Natural Gas Distribution",
"TCF","TCF Financial Corporation","21.58","3599647476.1","n/a","n/a","Finance","Major Banks",
"TSI","TCW Strategic Income Fund, Inc.","5.38","256555828.66","n/a","n/a","n/a","n/a",
"TEL","TE Connectivity Ltd.","80.15","27159182885.1","n/a","n/a","Consumer Non-Durables","Electronic Components",
"TISI","Team, Inc.","14.51","436357967.63","n/a","n/a","Consumer Services","Other Consumer Services",
"FTI","TechnipFMC plc","23.3","10488399004","n/a","n/a","Energy","Metal Fabrications",
"TECK","Teck Resources Ltd","22.93","13004269024.78","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)",
"TK","Teekay Corporation","3.65","366588100.4","n/a","n/a","Transportation","Marine Transportation",
"TGP","Teekay LNG Partners L.P.","13.19","1051078111.81","n/a","2005","Consumer Services","Marine Transportation",
"TOO","Teekay Offshore Partners L.P.","1.22","500566000","n/a","2006","Consumer Services","Marine Transportation",
"TNK","Teekay Tankers Ltd.","1.06","284716000","n/a","2007","Consumer Services","Marine Transportation",
"GCI","TEGNA Inc.","11.23","1270219022.43","n/a","2015","Consumer Services","Newspapers/Magazines",
"TGNA","TEGNA Inc.","11.91","2564246939.1","n/a","n/a","Consumer Services","Broadcasting",
"TRC","Tejon Ranch Co","18.36","476769340.44","n/a","n/a","Finance","Real Estate",
"HQH","Tekla Healthcare Investors","20.62","865317681.4","n/a","1987","n/a","n/a",
"THQ","Tekla Healthcare Opportunies Fund","17.35","719377151","n/a","2014","n/a","n/a",
"HQL","Tekla Life Sciences Investors","17.44","393658540.16","n/a","1992","n/a","n/a",
"THW","Tekla World Healthcare Fund","12.68","382377420.64","n/a","2015","n/a","n/a",
"TDOC","Teladoc Health, Inc.","63","4416713154","n/a","2015","Health Care","Medical/Nursing Services",
"TLRA","Telaria, Inc.","3.2","136063542.4","n/a","2013","Technology","Advertising",
"TEO","Telecom Argentina Stet - France Telecom S.A.","16.34","7038252416.68","n/a","n/a","Public Utilities","Telecommunications Equipment",
"TI","Telecom Italia S.P.A.","5.19","10933855982.91","n/a","n/a","Consumer Services","Telecommunications Equipment",
"TDY","Teledyne Technologies Incorporated","221.26","7982863214.82","n/a","n/a","Capital Goods","Industrial Machinery/Components",
"TFX","Teleflex Incorporated","268.83","12361373319.6","n/a","n/a","Health Care","Medical/Dental Instruments",
"VIV","Telefonica Brasil S.A.","12.68","21412637079.68","n/a","n/a","Public Utilities","Telecommunications Equipment",
"TEF","Telefonica SA","8.82","45794601470.52","n/a","1988","Public Utilities","Telecommunications Equipment",
"TDA","Telephone and Data Systems, Inc.","21.92","0","n/a","n/a","Public Utilities","Telecommunications Equipment",
"TDE","Telephone and Data Systems, Inc.","24.9871","0","n/a","n/a","Public Utilities","Telecommunications Equipment",
"TDI","Telephone and Data Systems, Inc.","24.51","0","n/a","n/a","Public Utilities","Telecommunications Equipment",
"TDJ","Telephone and Data Systems, Inc.","25.25","0","n/a","n/a","Public Utilities","Telecommunications Equipment",
"TDS","Telephone and Data Systems, Inc.","36.5","4121343005.5","n/a","n/a","Public Utilities","Telecommunications Equipment",
"TU","TELUS Corporation","34.91","20912684444.43","n/a","n/a","Public Utilities","Telecommunications Equipment",
"TDF","Templeton Dragon Fund, Inc.","18.26","621598118.68","n/a","n/a","n/a","n/a",
"EMF","Templeton Emerging Markets Fund","14.43","245133578.82","n/a","1987","n/a","n/a",
"TEI","Templeton Emerging Markets Income Fund, Inc.","10.17","488143911.06","n/a","1993","n/a","n/a",
"GIM","Templeton Global Income Fund, Inc.","6.27","841083870.66","n/a","1988","n/a","n/a",
"TPX","Tempur Sealy International, Inc.","53.96","2940768899.88","n/a","2003","Consumer Durables","Home Furnishings",
"TS","Tenaris S.A.","25.03","14774418427.45","n/a","n/a","Basic Industries","Steel/Iron Ore",
"TME","Tencent Music Entertainment Group","15.27","24973330142.82","n/a","2018","Consumer Services","Broadcasting",
"THC","Tenet Healthcare Corporation","22.05","2260087515","n/a","n/a","Health Care","Hospital/Nursing Management",
"TNC","Tennant Company","57.37","1039831250","n/a","n/a","Technology","Industrial Machinery/Components",
"TEN","Tenneco Inc.","34.72","2808175612.48","n/a","n/a","Capital Goods","Auto Parts:O.E.M.",
"TVC","Tennessee Valley Authority","24.86","0","n/a","n/a","Public Utilities","Electric Utilities: Central",
"TVE","Tennessee Valley Authority","25.2","0","n/a","n/a","Public Utilities","Electric Utilities: Central",
"TDC","Teradata Corporation","44.33","5239806000","n/a","n/a","Technology","Computer Software: Prepackaged Software",
"TEX","Terex Corporation","29.99","2210263000","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks",
"TX","Ternium S.A.","29.12","5716479554.24","n/a","n/a","Basic Industries","Steel/Iron Ore",
"TRNO","Terreno Realty Corporation","39.08","2311037693.76","n/a","2010","Finance","Real Estate",
"TTI","Tetra Technologies, Inc.","2.29","287876857.22","n/a","n/a","Energy","Oil & Gas Production",
"TEVA","Teva Pharmaceutical Industries Limited","19.56","21307968954.96","n/a","n/a","Health Care","Major Pharmaceuticals",
"TPL","Texas Pacific Land Trust","640","4975612160","n/a","n/a","Energy","Oil & Gas Production",
"TGH","Textainer Group Holdings Limited","12.92","738371449.56","n/a","2007","Technology","Diversified Commercial Services",
"TXT","Textron Inc.","52.6","12779774479.2","n/a","n/a","Capital Goods","Aerospace",
"AES","The AES Corporation","15.88","10517283966.52","n/a","n/a","Basic Industries","Electric Utilities: Central",
"BX","The Blackstone Group L.P.","32.99","39657457508.89","n/a","2007","Finance","Investment Managers",
"CEE","The Central and Eastern Europe Fund, Inc.","24.48","176968637.28","n/a","n/a","n/a","n/a",
"SCHW","The Charles Schwab Corporation","47.97","64781220863.97","n/a","n/a","Finance","Investment Bankers/Brokers/Service",
"COO","The Cooper Companies, Inc. ","275.61","13568848332.21","n/a","n/a","Health Care","Ophthalmic Goods",
"GRX","The Gabelli Healthcare & Wellness Trust","9.89","194475575.4","n/a","n/a","n/a","n/a",
"GDL","The GDL Fund","9.26","168983443.52","n/a","2007","n/a","n/a",
"THG","The Hanover Insurance Group, Inc.","112.59","4564587300.84","n/a","n/a","Finance","Property-Casualty Insurers",
"THGA","The Hanover Insurance Group, Inc.","25.25","0","n/a","n/a","Finance","Property-Casualty Insurers",
"MSG","The Madison Square Garden Company","278.93","6625023188.66","n/a","2015","Consumer Services","Services-Misc. Amusement & Recreation",
"RUBI","The Rubicon Project, Inc.","4.32","219247624.8","n/a","2014","Technology","Computer Software: Programming, Data Processing",
"TRV","The Travelers Companies, Inc.","124.98","32944728000","n/a","n/a","Finance","Property-Casualty Insurers",
"VAM","The Vivaldi Opportunities Fund","13.7","77112422.8","n/a","2018","n/a","n/a",
"TMO","Thermo Fisher Scientific Inc","240.9","96980650423.8","n/a","n/a","Capital Goods","Industrial Machinery/Components",
"THR","Thermon Group Holdings, Inc.","23.27","758493468.72","n/a","2011","Energy","Industrial Machinery/Components",
"TPRE","Third Point Reinsurance Ltd.","10.39","978423442.75","n/a","2013","Finance","Property-Casualty Insurers",
"TSLF","THL Credit Senior Loan Fund","15.25","113139597.5","n/a","2013","n/a","n/a",
"TCRW","THL Credit, Inc.","25.057","0","n/a","2018","n/a","n/a",
"TCRZ","THL Credit, Inc.","25.12","0","n/a","2015","n/a","n/a",
"TRI","Thomson Reuters Corp","51.04","25596212264.48","n/a","n/a","Consumer Services","Publishing",
"THO","Thor Industries, Inc.","65.41","3454104627.21","n/a","n/a","Consumer Non-Durables","Homebuilding",
"TDW","Tidewater Inc.","23.01","835464176.43","n/a","2017","Consumer Services","Marine Transportation",
"TIER","TIER REIT, Inc.","22.26","1199399162.64","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"TIF","Tiffany & Co.","88.88","10834219580.8","n/a","1987","Consumer Services","Consumer Specialties",
"TLYS","Tilly&#39;s, Inc.","11.66","343740379.62","n/a","2012","Consumer Services","Clothing/Shoe/Accessory Stores",
"TSU","TIM Participacoes S.A.","16.54","8008775427.3","n/a","n/a","Public Utilities","Telecommunications Equipment",
"TKR","Timken Company (The)","42.47","3264280469.38","n/a","n/a","Capital Goods","Metal Fabrications",
"TMST","TimkenSteel Corporation","12.16","542149562.88","n/a","2014","Basic Industries","Steel/Iron Ore",
"TWI","Titan International, Inc.","5.75","344522594.75","n/a","n/a","Basic Industries","Steel/Iron Ore",
"TJX","TJX Companies, Inc. (The)","48.87","120956066280.36","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores",
"TOL","Toll Brothers, Inc.","34.98","5089590000","n/a","n/a","Capital Goods","Homebuilding",
"TR","Tootsie Roll Industries, Inc.","33.36","1297851451.2","n/a","n/a","Consumer Non-Durables","Specialty Foods",
"BLD","TopBuild Corp.","48.88","1690514311.2","n/a","2015","Basic Industries","Engineering & Construction",
"TMK","Torchmark Corporation","83.27","9287969357.81","n/a","n/a","Finance","Life Insurance",
"TTC","Toro Company (The)","59.2","6265364216","n/a","n/a","Capital Goods","Tools/Hardware",
"TD","Toronto Dominion Bank (The)","55.06","101058773157.12","n/a","n/a","Finance","Commercial Banks",
"NDP","Tortoise Energy Independence Fund, Inc.","8.95","130964446.05","n/a","2012","n/a","n/a",
"TYG","Tortoise Energy Infrastructure Corporation","24.48","1330951455.36","n/a","2004","n/a","n/a",
"NTG","Tortoise Midstream Energy Fund, Inc.","14.17","671699263.04","n/a","2010","n/a","n/a",
"TTP","Tortoise Pipeline & Energy Fund, Inc.","14.96","149836577.44","n/a","2011","n/a","n/a",
"TPZ","Tortoise Power and Energy Infrastructure Fund, Inc","18.7","130020632.5","n/a","2009","n/a","n/a",
"TOT","Total S.A.","54.21","141452402335.53","n/a","n/a","Energy","Oil & Gas Production",
"TSS","Total System Services, Inc.","88.31","16111405950.77","n/a","n/a","Miscellaneous","Business Services",
"TOWR","Tower International, Inc.","29.16","600892421.76","n/a","2010","Capital Goods","Auto Parts:O.E.M.",
"TSQ","Townsquare Media, Inc.","5.96","112912444.36","n/a","2014","Consumer Services","Broadcasting",
"TM","Toyota Motor Corp Ltd Ord","123.72","179032764076.08","n/a","n/a","Capital Goods","Auto Manufacturing",
"TPGH","TPG Pace Holdings Corp.","10.1","568125000","n/a","2017","Finance","Business Services",
"TRTX","TPG RE Finance Trust, Inc.","19.43","1305448792.11","n/a","2017","Consumer Services","Real Estate Investment Trusts",
"TSLX","TPG Specialty Lending, Inc.","19.45","1271695926.8","n/a","2014","n/a","n/a",
"TAC","TransAlta Corporation","5.3","1512719465.1","n/a","n/a","Public Utilities","Electric Utilities: Central",
"TRP","TransCanada Corporation","41.85","38419181570.25","n/a","n/a","Public Utilities","Natural Gas Distribution",
"TCI","Transcontinental Realty Investors, Inc.","32","278968544","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"TDG","Transdigm Group Incorporated","351.86","18560064339.1","n/a","2006","Capital Goods","Military/Government/Technical",
"TLP","TransMontaigne Partners L.P.","41.52","673833186.96","n/a","2005","Energy","Natural Gas Distribution",
"RIG","Transocean Ltd.","8.94","5449628285.52","n/a","n/a","Energy","Oil & Gas Production",
"TGS","Transportadora De Gas Sa Ord B","16.45","2579293772.3","n/a","n/a","Public Utilities","Natural Gas Distribution",
"TRU","TransUnion","60.37","11186561000","n/a","2015","Finance","Finance: Consumer Services",
"TVPT","Travelport Worldwide Limited","15.82","2000220304.32","n/a","2014","Consumer Services","Transportation Services",
"TREC","Trecora Resources","8.63","211573675.47","n/a","n/a","Energy","Integrated oil Companies",
"TG","Tredegar Corporation","16.73","555034881.52","n/a","n/a","Capital Goods","Metal Fabrications",
"THS","Treehouse Foods, Inc.","56.88","3185124433.2","n/a","n/a","Consumer Non-Durables","Packaged Foods",
"TREX","Trex Company, Inc.","66.7","3918907808","n/a","n/a","Basic Industries","Forest Products",
"TY","Tri Continental Corporation","25.08","1356403972.44","n/a","n/a","n/a","n/a",
"TPH","TRI Pointe Group, Inc.","12.34","1754776542.42","n/a","2013","Capital Goods","Homebuilding",
"TRCO","Tribune Media Company","45.7","4008229276.8","n/a","2014","Consumer Services","Broadcasting",
"TNET","TriNet Group, Inc.","45.29","3190427781.8","n/a","2014","Miscellaneous","Business Services",
"TRN","Trinity Industries, Inc.","22.49","3290255828.86","n/a","n/a","Capital Goods","Railroads",
"TSE","Trinseo S.A.","47.87","2025892722.79","n/a","2014","Basic Industries","Major Chemicals",
"TPVG","TriplePoint Venture Growth BDC Corp.","12.32","304637009.6","n/a","2014","n/a","n/a",
"TPVY","TriplePoint Venture Growth BDC Corp.","25.2763","0","n/a","2017","n/a","n/a",
"GTS","Triple-S Management Corporation","19.87","455748096.04","n/a","2007","Finance","Accident &Health Insurance",
"TRTN","Triton International Limited","35.39","2826764394.35","n/a","2016","Technology","Diversified Commercial Services",
"TGI","Triumph Group, Inc.","17.06","850192077.54","n/a","1996","Capital Goods","Aerospace",
"TROX","Tronox Limited","8.96","1101487251.2","n/a","n/a","Basic Industries","Major Chemicals",
"TBI","TrueBlue, Inc.","23.96","970026853.56","n/a","n/a","Technology","Professional Services",
"TNP","Tsakos Energy Navigation Ltd","3.41","297817304.73","n/a","2002","Transportation","Marine Transportation",
"TUP","Tupperware Brands Corporation","37.76","1834414595.2","n/a","n/a","Consumer Non-Durables","Plastic Products",
"TKC","Turkcell Iletisim Hizmetleri AS","6.73","5922400000","n/a","n/a","Public Utilities","Telecommunications Equipment",
"TPB","Turning Point Brands, Inc.","32.21","629682985.21","n/a","2016","Consumer Non-Durables","Tobacco",
"TRQ","Turquoise Hill Resources Ltd.","1.66","3340442018.54","n/a","n/a","Basic Industries","Precious Metals",
"TPC","Tutor Perini Corporation","17.44","872453370.24","n/a","n/a","Basic Industries","General Bldg Contractors - Nonresidential Bldgs",
"TWLO","Twilio Inc.","104.18","10419704697.34","n/a","2016","Technology","Computer Software: Prepackaged Software",
"TWTR","Twitter, Inc.","32.9","25045133850.1","n/a","2013","Technology","Computer Software: Programming, Data Processing",
"TWO","Two Harbors Investments Corp","14.49","3594694530.42","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"TYL","Tyler Technologies, Inc.","189.76","7367101248.32","n/a","n/a","Technology","Computer Software: Prepackaged Software",
"TSN","Tyson Foods, Inc.","60.72","22201664443.2","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish",
"USB","U.S. Bancorp","51.37","83018692786.7","n/a","n/a","Finance","Major Banks",
"USPH","U.S. Physical Therapy, Inc.","106.98","1357015838.76","n/a","1992","Health Care","Medical/Nursing Services",
"SLCA","U.S. Silica Holdings, Inc.","14.04","1088258202.72","n/a","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)",
"USX","U.S. Xpress Enterprises, Inc.","7.56","365130082.8","n/a","2018","Transportation","Trucking Freight/Courier Services",
"UBS","UBS AG","13.1","48822216687","n/a","2014","Finance","Major Banks",
"UDR","UDR, Inc.","42.42","11688572322.84","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"UGI","UGI Corporation","55.95","9726715871.25","n/a","n/a","Public Utilities","Natural Gas Distribution",
"UGP","Ultrapar Participacoes S.A.","15.37","8346139735.39","n/a","n/a","Public Utilities","Oil/Gas Transmission",
"UMH","UMH Properties, Inc.","12.85","484001854.9","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"UA","Under Armour, Inc.","19.49","8738661077.53","n/a","2016","Consumer Non-Durables","Apparel",
"UAA","Under Armour, Inc.","21.44","9612975551.68","n/a","n/a","Consumer Non-Durables","Apparel",
"UFI","Unifi, Inc.","21.4","393391855.8","n/a","n/a","Consumer Non-Durables","Textiles",
"UNF","Unifirst Corporation","138","2642127714","n/a","n/a","Consumer Services","Other Consumer Services",
"UN","Unilever NV","53.13","142092707907.15","n/a","n/a","Basic Industries","Package Goods/Cosmetics",
"UL","Unilever PLC","52.19","140466651392.18","n/a","n/a","Basic Industries","Package Goods/Cosmetics",
"LTN","Union Acquisition Corp.","10.07","144756250","n/a","2018","Finance","Business Services",
"UNP","Union Pacific Corporation","160.95","118586369492.1","n/a","n/a","Transportation","Railroads",
